Worker_refined,repo_refined,Coding Effort,"Month, Day, Year of Date"
ktl,CBA,2.45,7/17/2015
ktl,QQX,2.54,7/17/2015
yzz,SVY,5,7/17/2015
poj,LZH,3.28,7/17/2015
poj,QXO,0.86,7/17/2015
rls,LNZ,5,7/17/2015
twt,MRX,5,7/17/2015
uji,YCE,0,7/17/2015
jti,ZRK,0,7/17/2015
ukk,PLS,5,7/17/2015
clt,PCS,5,7/17/2015
lkz,RRO,2.4,7/17/2015
jin,MRX,5,7/17/2015
udv,HEL,3.36,7/17/2015
fqc,DGS,5,7/17/2015
lju,DGS,5,7/17/2015
qky,BKC,0,7/17/2015
uqe,THG,5,7/17/2015
cvo,NMU,0,7/17/2015
htt,UON,5,7/17/2015
tpy,VRS,0,7/17/2015
str,ZKD,0,7/17/2015
chm,JCD,5,7/17/2015
mfw,NJQ,5.01,7/17/2015
gap,GKD,0,7/17/2015
crq,EUQ,0,7/17/2015
fvu,LQX,5,7/17/2015
krq,QRS,2.84,7/17/2015
krq,QAT,2.15,7/17/2015
lzj,JHQ,5,7/17/2015
ple,ZSI,5,7/17/2015
ydg,CCP,2.44,7/17/2015
qsa,XCL,5,7/17/2015
fqd,HEL,0,7/17/2015
udl,YDX,0,7/17/2015
oky,FAB,0,7/17/2015
fbh,UKA,0,7/17/2015
pfm,UYG,0,7/17/2015
euc,UKA,0,7/17/2015
bgr,EBB,2.01,7/17/2015
gqo,YAY,2.71,7/17/2015
jjx,AGH,5,7/17/2015
ged,PYN,2.08,7/17/2015
lha,TSE,5,7/17/2015
kwi,OFI,5,7/17/2015
geh,XWQ,0,7/17/2015
jwx,BHN,1.17,7/17/2015
jwx,DSP,1.88,7/17/2015
jwx,DKJ,1.94,7/17/2015
mfo,XWQ,0,7/17/2015
dcz,CUI,0,7/17/2015
lod,HEL,0,7/17/2015
oot,HSS,0,7/17/2015
ida,VQW,5,7/17/2015
ukt,CQW,1.04,7/17/2015
ukt,USA,3.95,7/17/2015
jaw,LET,5,7/17/2015
hrk,DQZ,0,7/17/2015
tbv,HEL,0,7/17/2015
gjq,VKE,1.87,7/17/2015
npt,KAM,5,7/17/2015
djy,LSY,0,7/17/2015
rkn,RBD,0,7/17/2015
dfe,HEL,0,7/17/2015
urj,KXB,5,7/17/2015
bmr,YKZ,2.09,7/17/2015
sjz,DLZ,5,7/17/2015
syo,VBP,0,7/17/2015
fko,CBE,0,7/17/2015
mrd,TZR,0,7/17/2015
nfm,NZT,5,7/17/2015
dor,FRR,5,7/17/2015
hxm,FRR,5,7/17/2015
myg,HMS,0.83,7/17/2015
myg,VQS,2.71,7/17/2015
myg,QMM,1.45,7/17/2015
nzb,HEL,0,7/17/2015
ips,PLS,0,7/17/2015
clv,HSA,3.32,7/17/2015
clv,AFC,0,7/17/2015
clv,ITO,1.67,7/17/2015
bar,GXB,0,7/17/2015
tkt,DCM,0,7/17/2015
ink,OBU,5,7/17/2015
thf,HIS,0,7/17/2015
quo,RKW,0,7/17/2015
mmj,FAB,0,7/17/2015
ygk,EFJ,5,7/17/2015
amr,KOB,0.76,7/17/2015
amr,LET,4.23,7/17/2015
yuu,OFI,0,7/17/2015
hkg,AOZ,0,7/17/2015
rfs,FAB,0,7/17/2015
fmc,LBE,0,7/17/2015
jbn,LZH,5,7/17/2015
eme,FAB,0,7/17/2015
tpt,YFB,5,7/17/2015
idp,XXW,0,7/17/2015
mki,GIZ,0,7/17/2015
ekw,KFR,5,7/17/2015
jjt,HSS,5,7/17/2015
iea,UPT,0,7/17/2015
eax,JHQ,5,7/17/2015
iag,MKJ,0,7/17/2015
aau,VNN,2.31,7/17/2015
aau,OOL,0,7/17/2015
aau,XUY,2.68,7/17/2015
ouj,NIH,0,7/17/2015
ouj,GQY,0.01,7/17/2015
ouj,MUT,0,7/17/2015
ouj,MKX,4.97,7/17/2015
ouj,UYG,0,7/17/2015
qqw,VNN,3.74,7/17/2015
qqw,OOL,0,7/17/2015
lpd,MUT,0,7/17/2015
itl,TDR,5,7/17/2015
mcl,HIS,0,7/17/2015
iiw,SCP,5,7/17/2015
aaw,MWP,0,7/17/2015
esi,QEP,5,7/17/2015
xzy,HJW,0,7/17/2015
uyv,HJW,0,7/17/2015
fes,HSS,0,7/17/2015
jjj,KAM,5,7/17/2015
jjz,MZA,1.15,7/17/2015
luh,PIL,0,7/17/2015
bfs,KAM,5,7/17/2015
heo,AOZ,0,7/17/2015
xik,DKD,0,7/17/2015
kps,LPU,3.45,7/17/2015
kps,LMO,0.75,7/17/2015
kps,MKX,0.78,7/17/2015
kps,UYG,0,7/17/2015
nhc,KAM,5,7/17/2015
xkp,KAM,5,7/17/2015
sof,DKD,1.11,7/17/2015
aqe,JDN,2.53,7/17/2015
bor,HOE,0,7/17/2015
hln,ZZO,0,7/17/2015
zqq,ZZO,0,7/17/2015
nnn,FAB,0,7/17/2015
uyn,ZWL,5,7/17/2015
niw,ZZO,5,7/17/2015
hbk,PCS,5,7/17/2015
czn,KAM,0,7/17/2015
ldx,MZA,5,7/17/2015
hoa,YPM,2.78,7/17/2015
hoa,GJW,2.21,7/17/2015
fcr,DGS,0,7/17/2015
azf,DGS,0,7/17/2015
ptk,IYZ,0,7/17/2015
ewz,WOZ,0,7/17/2015
rch,GRN,0,7/17/2015
enx,NLY,4.02,7/17/2015
bek,VXK,0,7/17/2015
mya,FBH,0,7/17/2015
kog,XHS,0,7/17/2015
dop,DBU,5,7/17/2015
obu,RKY,5,7/17/2015
mji,VXK,0,7/17/2015
llr,AKZ,5,7/17/2015
vot,UMB,0,7/17/2015
uxe,DCM,1.01,7/17/2015
uxe,RSO,3.98,7/17/2015
mah,PHM,0,7/17/2015
thl,JXW,0.66,7/17/2015
bvx,QTK,0,7/17/2015
vdi,UMO,0,7/17/2015
dkw,CRD,0.58,7/17/2015
jjb,CRD,0,7/17/2015
wmu,LJG,0,7/17/2015
lfg,GRN,0.44,7/17/2015
iki,GRN,0,7/17/2015
now,GRN,0,7/17/2015
puf,GRN,0,7/17/2015
nkp,UMO,0,7/17/2015
sjk,IVC,0,7/17/2015
rcs,FTK,5,7/17/2015
ymw,HEL,5,7/17/2015
oda,XQB,0,7/17/2015
cgp,ZZO,0,7/17/2015
msd,KFR,5,7/17/2015
phy,NIH,3.05,7/17/2015
phy,MUT,1.94,7/17/2015
ifd,MUT,5,7/17/2015
vqd,BGL,0,7/17/2015
zjf,XBM,5,7/17/2015
koy,YYI,0,7/17/2015
qls,ATT,0,7/17/2015
vsv,XBM,0,7/17/2015
qie,CHB,0,7/17/2015
ubo,VXK,5,7/17/2015
ybe,MZA,5,7/17/2015
qsu,FAB,0,7/17/2015
usi,USA,0,7/17/2015
xpv,PCS,0,7/17/2015
ssy,JXW,0,7/17/2015
zqt,HFQ,4.91,7/17/2015
oby,ATT,5,7/17/2015
smn,AAA,5,7/17/2015
nxz,LJG,5,7/17/2015
lro,EUQ,5.31,7/17/2015
dhp,BKW,0,7/17/2015
zcj,XSV,0,7/17/2015
yrf,ATT,5,7/17/2015
xkl,QTK,0,7/17/2015
cms,QTK,0,7/17/2015
cms,AOZ,0,7/17/2015
lpz,UMB,0,7/17/2015
kbm,GKD,3.72,7/17/2015
hsx,LBE,2.55,7/17/2015
dnh,YEO,0,7/17/2015
oug,IWF,0,7/17/2015
qpl,ATT,0,7/17/2015
rtn,ATT,0,7/17/2015
ysm,DQY,0.05,7/17/2015
jed,UMO,0,7/17/2015
jed,KSD,0,7/17/2015
vzi,VRS,5,7/17/2015
bee,OOL,0,7/17/2015
lpl,ZAL,5,7/17/2015
its,ZFA,0,7/17/2015
nct,OQA,5,7/17/2015
dfh,NJX,5,7/17/2015
jgb,DGS,5,7/17/2015
qgy,GXB,5,7/17/2015
edm,KGD,0,7/17/2015
iwb,HOB,0,7/17/2015
svt,AKZ,0,7/17/2015
blj,MUT,5,7/17/2015
nuv,TKR,0,7/17/2015
phl,CBJ,5,7/17/2015
ijm,LOU,5,7/17/2015
xoi,FCO,0,7/17/2015
hza,TBF,0,7/17/2015
ffx,UAO,0,7/17/2015
aet,EKN,0,7/17/2015
ant,CRD,5,7/17/2015
mmb,KIE,2.11,7/17/2015
mmb,CUE,2.88,7/17/2015
nex,MRX,5,7/17/2015
ucz,MYR,0,7/17/2015
kzd,NOM,5,7/17/2015
fsd,KAM,5,7/17/2015
ekb,KAM,0,7/17/2015
ekb,ECK,0,7/17/2015
ncs,IJD,5,7/17/2015
aqp,OQJ,2.82,7/17/2015
von,KAM,5,7/17/2015
idx,FBN,4.65,7/17/2015
lyb,KAM,5,7/17/2015
dyq,RSO,0,7/17/2015
gzw,ZIG,0,7/17/2015
uhi,UTL,4.99,7/17/2015
uhi,YPU,0,7/17/2015
edw,JFO,0,7/17/2015
sup,MJP,2.23,7/17/2015
xaq,SNX,0,7/17/2015
nvp,IFB,0,7/17/2015
msy,TAC,5,7/17/2015
dqd,DCM,0,7/17/2015
cuc,FJS,0,7/17/2015
ueu,GIZ,0,7/17/2015
zpu,HEL,0,7/17/2015
ege,SBM,5,7/17/2015
lzv,BJG,0,7/17/2015
dnr,XSV,0,7/17/2015
hhr,HFQ,5,7/17/2015
kgl,UAO,5,7/17/2015
xrn,XYF,5,7/17/2015
puz,VGS,0,7/17/2015
elm,KAM,5,7/17/2015
lih,JXW,5,7/17/2015
jau,PPU,5,7/17/2015
mec,VTP,2.4,7/17/2015
tqc,QHF,2.04,7/17/2015
tqc,FAX,1.3,7/17/2015
wtw,MRX,0,7/17/2015
kum,KCJ,5,7/17/2015
hxq,KFR,0,7/17/2015
azn,EKN,0,7/17/2015
woz,QQS,0,7/17/2015
mxf,KFR,5,7/17/2015
hqx,VRS,0,7/17/2015
rfk,YJP,5,7/17/2015
dst,CUI,5,7/17/2015
fel,GVC,0,7/17/2015
ovg,EVF,0.57,7/17/2015
ovg,JNA,4.42,7/17/2015
oyn,LMO,3.52,7/17/2015
oyn,MKX,1.47,7/17/2015
oyn,UYG,0,7/17/2015
btv,YZO,0,7/17/2015
kfg,NDJ,5,7/17/2015
kxo,LWC,5,7/17/2015
rrt,FCO,5,7/17/2015
vnb,XPU,0,7/17/2015
ixg,VKE,0,7/17/2015
ruj,KHX,0,7/17/2015
zgk,XNU,5,7/17/2015
rkw,LOC,5,7/17/2015
iwe,HRM,5,7/17/2015
cye,MRX,5,7/17/2015
ahn,LSY,0,7/17/2015
xvq,CRD,5,7/17/2015
zxz,NHF,5,7/17/2015
tdb,VFT,1.04,7/17/2015
tdb,OUH,1.96,7/17/2015
tdb,LPM,1.99,7/17/2015
bij,UTD,0,7/17/2015
htu,JHS,5,7/17/2015
xkf,JHS,5,7/17/2015
ypi,JXW,0,7/17/2015
pdc,FJV,5,7/17/2015
kdb,LUM,0,7/17/2015
tqg,YFB,5,7/17/2015
wtm,RIP,0,7/17/2015
psg,XWX,0,7/17/2015
hys,YYI,5,7/17/2015
jnp,EGL,0,7/17/2015
xas,HWK,0,7/17/2015
xkb,WOZ,0.59,7/17/2015
xkb,IYZ,0,7/17/2015
xkb,VRS,2.93,7/17/2015
zuu,HEL,5,7/17/2015
cvw,HEL,5,7/17/2015
gvq,HEL,0,7/17/2015
yds,ATT,5,7/17/2015
ycq,YEV,5,7/17/2015
epj,FNP,1.53,7/17/2015
epj,ZWL,3.46,7/17/2015
yuq,GYQ,0,7/17/2015
ftl,FCO,5,7/17/2015
ixj,XJW,0,7/17/2015
xqc,LNZ,0.49,7/17/2015
xqc,SLP,4.5,7/17/2015
kxg,JIV,0,7/17/2015
wht,ADZ,0,7/17/2015
tee,RLJ,0,7/17/2015
bzu,XWQ,0,7/17/2015
fbo,GHF,5,7/17/2015
lau,QMH,0,7/17/2015
tmr,BCR,5,7/17/2015
arr,HIS,0,7/17/2015
wwb,FJV,0,7/17/2015
pfg,KEN,5,7/17/2015
qaa,MRX,5,7/17/2015
bgm,OXA,0,7/17/2015
ebd,KCE,0.61,7/17/2015
ebd,STR,0.61,7/17/2015
ebd,STR,0.61,7/17/2015
kgo,TFM,5,7/17/2015
bea,LJR,5,7/17/2015
idc,MRX,0,7/17/2015
mxb,JHS,1.88,7/17/2015
ebc,HFQ,5,7/17/2015
xoe,LSY,0,7/17/2015
rdn,VRS,0,7/17/2015
hnj,LJR,5,7/17/2015
lmn,HEL,5,7/17/2015
rgs,HRM,5,7/17/2015
mxi,AOZ,0,7/17/2015
pur,JCP,0,7/17/2015
ajm,VTP,5,7/17/2015
aqb,RLJ,0,7/17/2015
szc,EBB,0,7/17/2015
mrz,LRF,5,7/17/2015
hhj,ATT,5,7/17/2015
zrg,MRX,5,7/17/2015
nnq,HFQ,5,7/17/2015
ozd,HFQ,5,7/17/2015
wjw,GYI,1.77,7/17/2015
wjw,WTN,3.22,7/17/2015
bov,LMO,0,7/17/2015
bov,UDG,0,7/17/2015
bov,MKX,0,7/17/2015
bov,RIT,0,7/17/2015
bov,UYG,0,7/17/2015
hmw,GYI,0,7/17/2015
hmw,WTN,0,7/17/2015
jqs,XPU,5,7/17/2015
krg,NBJ,0,7/17/2015
zlv,NBJ,5,7/17/2015
udc,HFQ,0,7/17/2015
pod,HFQ,0,7/17/2015
ofp,JXW,0,7/17/2015
nvi,XWW,5,7/17/2015
pyo,YFB,5,7/17/2015
bwu,BKU,5,7/17/2015
pru,JHS,4.31,7/17/2015
pru,DJQ,0.68,7/17/2015
luc,ARR,5,7/17/2015
ruv,NOD,0,7/17/2015
dro,JIV,0,7/17/2015
uoa,NBX,0,7/17/2015
wjh,JXW,5,7/17/2015
wir,KGD,5,7/17/2015
hjt,GQP,5,7/17/2015
ybs,DQZ,2.94,7/17/2015
ybs,JYX,2.05,7/17/2015
dsi,NNS,0,7/17/2015
ope,GPW,0,7/17/2015
kyv,UMB,5,7/17/2015
kzv,HIS,0,7/17/2015
baf,LRF,0,7/17/2015
ogy,UPT,5,7/17/2015
leo,BKU,0,7/17/2015
ewv,HEL,0,7/17/2015
bla,RLJ,0,7/17/2015
hub,KFR,5,7/17/2015
gle,XDJ,0,7/17/2015
cat,TSZ,5,7/17/2015
eyk,XAS,0,7/17/2015
ies,OOT,5,7/17/2015
jbx,JUO,0,7/17/2015
kzj,FRR,5,7/17/2015
feu,UAD,2.7,7/17/2015
feu,LDD,2.29,7/17/2015
xpt,CUI,0,7/17/2015
wpd,LBE,2.67,7/17/2015
rko,BIL,3.31,7/17/2015
rko,AXX,0.78,7/17/2015
rko,XSF,0.9,7/17/2015
cuh,HFQ,0,7/17/2015
xdd,BIM,1.86,7/17/2015
xdd,SBZ,3.13,7/17/2015
wsn,HWK,0,7/17/2015
jlo,BEL,5,7/17/2015
cjv,UKA,0,7/17/2015
uzc,CCP,5,7/17/2015
oyv,HSS,0,7/17/2015
joi,HSS,0,7/17/2015
apf,PVZ,5,7/17/2015
kjw,XWQ,5,7/17/2015
cbk,ZTD,5,7/17/2015
jrh,ZZO,0,7/17/2015
fdy,KGD,5,7/17/2015
phi,NBJ,5,7/17/2015
pzq,QAT,3.32,7/17/2015
egq,FIS,0,7/17/2015
aqs,YAM,0,7/17/2015
fqi,QMB,0,7/17/2015
tpz,FPM,0,7/17/2015
vbu,PCS,5,7/17/2015
wuq,JTA,5,7/17/2015
dea,ZVR,0,7/17/2015
ups,JID,0,7/17/2015
olu,IJD,0,7/17/2015
olu,ARR,4.99,7/17/2015
qhq,JXW,5,7/17/2015
ipn,KHP,0,7/17/2015
bet,BEL,5,7/17/2015
gec,RRJ,5,7/17/2015
mei,PKI,0,7/17/2015
tvj,JGG,5,7/17/2015
cvv,PKI,0,7/17/2015
gyy,JFI,0,7/17/2015
vbk,JFI,0,7/17/2015
lms,JFI,0,7/17/2015
uxj,JGG,5,7/17/2015
nfq,OBZ,5,7/17/2015
egv,AWN,0,7/17/2015
kcj,KGD,5,7/17/2015
gkf,TAA,0,7/17/2015
gkf,HOU,1.11,7/17/2015
gkf,DKJ,3.88,7/17/2015
vjd,IBL,0,7/17/2015
cdc,FPK,2.29,7/17/2015
hpn,HFQ,5,7/17/2015
iem,FCO,5,7/17/2015
xlw,LKU,0,7/17/2015
sck,YFB,5,7/17/2015
mwd,LDN,0,7/17/2015
qzt,BKW,0,7/17/2015
kbx,RLM,5,7/17/2015
fxp,OOT,0,7/17/2015
vda,JFI,0,7/17/2015
cya,PKI,0,7/17/2015
iik,PKI,5,7/17/2015
yov,JFI,0,7/17/2015
nsv,WOZ,1.17,7/17/2015
ylp,JGG,5,7/17/2015
klv,OVW,0,7/17/2015
bao,XWQ,0,7/17/2015
kxx,CAV,0.89,7/17/2015
kxx,DTU,0,7/17/2015
kxx,TQG,4.1,7/17/2015
dtz,ZOD,0.77,7/17/2015
dtz,GYL,1.92,7/17/2015
dtz,WPK,2.29,7/17/2015
ayj,XHS,0,7/17/2015
ayj,TEK,0,7/17/2015
emr,GQY,1.52,7/17/2015
emr,MUT,3.47,7/17/2015
kpv,VYF,2.64,7/17/2015
kpv,SDX,2.35,7/17/2015
nvo,ZZO,5,7/17/2015
bks,HOE,0,7/17/2015
kkm,YKZ,2.41,7/17/2015
wop,HIS,0,7/17/2015
jif,EVF,0,7/17/2015
jif,JNA,0,7/17/2015
edx,RRC,5,7/17/2015
jxp,QGD,0,7/17/2015
wjd,LOA,0,7/17/2015
owb,LJR,0,7/17/2015
ppr,ZIG,1.4,7/17/2015
nqf,ZIG,5,7/17/2015
par,JHQ,5,7/17/2015
sqp,XDJ,0,7/17/2015
see,XDJ,0,7/17/2015
qcp,XDJ,0,7/17/2015
jav,NIH,5,7/17/2015
jav,VAQ,0,7/17/2015
sai,ZSE,0,7/17/2015
buf,VUM,0,7/17/2015
rof,YBP,0,7/17/2015
tji,JTA,5,7/17/2015
ghl,WKK,0,7/17/2015
ejy,LJR,0,7/17/2015
vre,KAM,5,7/17/2015
lrz,ZZO,5,7/17/2015
chc,DQZ,5,7/17/2015
wwh,POX,0,7/17/2015
rvc,FCO,4.85,7/17/2015
hxf,OOL,0,7/17/2015
zeg,JZZ,5,7/17/2015
nph,OGF,0,7/17/2015
ori,XQB,5,7/17/2015
xoy,XDJ,5,7/17/2015
iyt,WOZ,5,7/17/2015
irf,FLP,2.37,7/17/2015
irf,ZIG,2.62,7/17/2015
bhl,ZIG,0,7/17/2015
fct,XWQ,5,7/17/2015
aey,IKS,1.66,7/17/2015
aey,QRB,1.66,7/17/2015
aey,QRB,1.66,7/17/2015
ylh,DGS,0,7/17/2015
sbe,QYD,0,7/17/2015
csa,OBZ,5,7/17/2015
xuu,JTA,0,7/17/2015
mzr,AQB,0,7/17/2015
shi,EVF,0,7/17/2015
das,GXB,0,7/17/2015
ljx,GQY,0.38,7/17/2015
ljx,HTV,1.77,7/17/2015
ljx,ZOI,2.83,7/17/2015
pha,FCJ,0,7/17/2015
wsu,LZH,0,7/17/2015
ffr,KGD,5,7/17/2015
ako,KXS,4.7,7/17/2015
ako,ZSI,0.29,7/17/2015
cpe,ETV,2.31,7/17/2015
cpe,RWH,2.68,7/17/2015
itt,RKW,5,7/17/2015
ozx,WMQ,0,7/17/2015
zep,LZH,1.81,7/17/2015
fov,LZH,5,7/17/2015
vzm,BEL,5,7/17/2015
mje,RLM,5,7/17/2015
qqk,KGD,0,7/17/2015
lnv,XSV,0,7/17/2015
xou,RFJ,0,7/17/2015
tta,JGG,0,7/17/2015
jvh,LWC,5,7/17/2015
kdz,XWQ,5,7/17/2015
bxm,SHR,4.2,7/17/2015
gas,SBM,5,7/17/2015
paf,OOT,0,7/17/2015
gnc,PCS,0,7/17/2015
wyw,XBV,5,7/17/2015
cbd,GYI,2.51,7/17/2015
cbd,WTN,2.48,7/17/2015
pld,WOZ,5,7/17/2015
gri,LJR,0,7/17/2015
ifa,YKX,2.06,7/17/2015
ifa,CCP,2.93,7/17/2015
obp,DSZ,5,7/17/2015
ihn,CUE,5,7/17/2015
qwx,XIH,0,7/17/2015
kig,JXW,0,7/17/2015
osl,EGN,0.37,7/17/2015
osl,AGH,3.6,7/17/2015
osl,SDN,1.02,7/17/2015
czu,KGD,5,7/17/2015
sdu,TCS,0,7/17/2015
woi,MNG,0,7/17/2015
xug,AQV,2.54,7/17/2015
dal,HFQ,4.47,7/17/2015
wgh,MWP,0,7/17/2015
qna,VUM,2.33,7/17/2015
dqc,KGD,5,7/17/2015
vth,YEV,0,7/17/2015
jfr,RXD,0,7/17/2015
joy,HOE,0,7/17/2015
haf,GSE,0,7/17/2015
igj,KXS,5,7/17/2015
weg,FKJ,0,7/17/2015
neh,ZVR,0,7/17/2015
vch,MQB,0,7/17/2015
vyu,XBV,5,7/17/2015
nee,RXS,5,7/17/2015
nmt,RCV,0,7/17/2015
xsb,VKE,0,7/17/2015
vfq,OBU,5,7/17/2015
qdl,WJE,5,7/17/2015
jbu,NBX,5,7/17/2015
dsu,HWF,0,7/17/2015
zow,AXX,4.97,7/17/2015
zow,XSF,0.02,7/17/2015
cjl,LZH,0,7/17/2015
gem,YEV,0,7/17/2015
tpf,PRP,0,7/17/2015
wuc,HIS,0,7/17/2015
wuc,KGO,0,7/17/2015
jzl,MRX,5,7/17/2015
hob,KXR,5,7/17/2015
rvt,XBV,5,7/17/2015
xwq,YAM,0,7/17/2015
vpy,LZH,0,7/17/2015
vpl,HBU,5,7/17/2015
ggv,DCN,5,7/17/2015
eos,ZVR,0,7/17/2015
wgu,CIC,0,7/17/2015
xgt,VMW,0,7/17/2015
kaa,JXW,5,7/17/2015
bji,HIS,0,7/17/2015
bji,KGO,0,7/17/2015
oop,YEV,5,7/17/2015
cik,EGO,0,7/17/2015
wsf,XBV,0,7/17/2015
hdd,WEH,0,7/17/2015
men,NHF,3.1,7/17/2015
men,OLL,0.77,7/17/2015
men,JJP,1.11,7/17/2015
wnj,OJG,5,7/17/2015
ykl,XDJ,0,7/17/2015
ejk,ZOD,5,7/17/2015
oab,UAO,5,7/17/2015
jub,DSN,2.74,7/17/2015
jub,ZPI,2.25,7/17/2015
fbq,RLM,0,7/17/2015
hrb,JTV,5,7/17/2015
nlj,JTV,0,7/17/2015
zvp,BKW,0,7/17/2015
kzi,XBV,5,7/17/2015
pgv,DSZ,5,7/17/2015
dfk,UJE,0,7/17/2015
zme,QMH,1.38,7/17/2015
zme,WQD,0,7/17/2015
zvt,JGG,5,7/17/2015
dec,YBP,0,7/17/2015
whq,MRX,5,7/17/2015
qpb,WDU,0,7/17/2015
zao,UAO,5,7/17/2015
cli,CUI,0,7/17/2015
lif,DCM,5,7/17/2015
lif,MEY,0,7/17/2015
xfr,NWC,5,7/17/2015
wyd,MRX,5,7/17/2015
pse,FJV,0,7/17/2015
wqx,CGE,0,7/17/2015
sir,FIS,0,7/17/2015
kjv,QQS,0,7/17/2015
tpu,CKH,0.18,7/17/2015
kwy,GQY,1.6,7/17/2015
kwy,ZOI,3.39,7/17/2015
abm,SKK,2.7,7/17/2015
abm,QLR,2.29,7/17/2015
muq,KSD,0,7/17/2015
tzw,HEL,0,7/17/2015
yhd,BIL,2.66,7/17/2015
yhd,CRR,1.19,7/17/2015
yhd,AXX,0.31,7/17/2015
yhd,XSF,0.81,7/17/2015
vud,JGP,0.41,7/17/2015
vud,OBU,4.58,7/17/2015
qso,DQZ,0,7/17/2015
vkn,TRC,2.47,7/17/2015
vkn,HEU,0.07,7/17/2015
gib,AAH,0,7/17/2015
lgs,MRX,5,7/17/2015
aff,DCM,0.11,7/17/2015
aff,MEY,4.88,7/17/2015
fxh,PLS,0,7/17/2015
ads,LZH,0,7/17/2015
aeb,XZE,2.16,7/17/2015
rpx,WZI,0,7/17/2015
kim,JAG,0,7/17/2015
rvv,LZH,0,7/17/2015
ivm,XYF,0,7/17/2015
fre,IWN,0,7/17/2015
nve,IDO,5,7/17/2015
voi,DJV,5,7/17/2015
rue,PUX,5,7/17/2015
zxn,EUQ,5,7/17/2015
ttz,EUQ,0,7/17/2015
nix,DKD,0,7/17/2015
bjt,UAD,5,7/17/2015
nyo,WOY,0,7/17/2015
eyz,JXW,0,7/17/2015
hae,KGD,0,7/17/2015
kee,GGP,0.06,7/17/2015
kee,ZAJ,4.93,7/17/2015
fhp,DGS,0,7/17/2015
tml,UHV,0,7/17/2015
axh,YYI,0,7/17/2015
wex,GRN,5.26,7/17/2015
dir,RLJ,0,7/17/2015
ixx,XBV,5,7/17/2015
cpt,XBV,5,7/17/2015
fje,VXK,5,7/17/2015
ais,YTJ,5,7/17/2015
gts,XRO,2.3,7/17/2015
gts,ZHI,2.69,7/17/2015
shl,LXU,0,7/17/2015
sms,DLB,4.74,7/17/2015
sms,PKU,0.25,7/17/2015
egj,DGS,0,7/17/2015
yxr,DGS,0,7/17/2015
qhp,XDJ,0,7/17/2015
fsh,JGG,5,7/17/2015
xdy,NBX,5,7/17/2015
dho,ZAL,5,7/17/2015
cev,OBZ,0,7/17/2015
ngo,VXK,5,7/17/2015
jlu,XIZ,5,7/17/2015
lns,UKA,0,7/17/2015
mrn,HWK,0,7/17/2015
znd,KAM,4.92,7/17/2015
znd,MNG,0,7/17/2015
znd,ECK,0,7/17/2015
kad,KAM,0.27,7/17/2015
kad,QLA,4.72,7/17/2015
hjv,KAM,5,7/17/2015
egb,LZH,5,7/17/2015
ezw,TLL,0,7/17/2015
oeb,HBL,5,7/17/2015
ihr,ZIG,0,7/17/2015
vgd,TSE,5,7/17/2015
nxe,HFQ,0,7/17/2015
udr,SMD,0,7/17/2015
udr,AJA,0,7/17/2015
lse,LJR,3.26,7/17/2015
mmw,JXW,5,7/17/2015
sco,PPY,0,7/17/2015
jic,TCS,0,7/17/2015
mpt,APY,0.71,7/17/2015
yui,NZT,5,7/17/2015
ott,ATT,0,7/17/2015
eiw,HWK,0,7/17/2015
eck,GRM,0,7/17/2015
grf,MNP,4.3,7/17/2015
grf,JIY,0.69,7/17/2015
grf,QGD,0,7/17/2015
rzu,MQB,4.51,7/17/2015
wgp,XNP,5,7/17/2015
yfh,JIV,0,7/17/2015
sze,IWF,0,7/17/2015
zsd,MRX,5,7/17/2015
cus,TBF,5,7/17/2015
noy,DQY,0,7/17/2015
miy,EUQ,3.15,7/17/2015
cvt,EUQ,0,7/17/2015
qid,YRD,0,7/17/2015
nhd,JXW,0,7/17/2015
nhd,CQO,5,7/17/2015
zap,ZOD,5,7/17/2015
dhh,IAS,0,7/17/2015
apj,KGD,5,7/17/2015
sbo,EUQ,3.94,7/17/2015
alb,XBV,5,7/17/2015
feb,TVV,0,7/17/2015
rvi,NJQ,0,7/17/2015
qwn,HRM,5,7/17/2015
yyp,EXO,5,7/17/2015
njf,JXW,0,7/17/2015
pzf,JXW,0,7/17/2015
unj,HBL,5,7/17/2015
xjt,NOG,5,7/17/2015
tuc,YEV,5.35,7/17/2015
skt,YDX,2.21,7/17/2015
uap,OFI,0,7/17/2015
vyp,LJR,5,7/17/2015
ybd,HEL,0,7/17/2015
vwu,HEL,0,7/17/2015
qro,QZO,5,7/17/2015
jhg,XBY,2.02,7/17/2015
jhg,ZIG,0,7/17/2015
usg,AOZ,0,7/17/2015
jpk,NHF,5,7/17/2015
oip,EUQ,0,7/17/2015
fed,EUQ,0,7/17/2015
lsv,DQY,5,7/17/2015
jdx,HEL,0,7/17/2015
hxg,HEL,5,7/17/2015
eab,HIS,0,7/17/2015
osm,MRX,0,7/17/2015
eol,FJV,5,7/17/2015
ubp,YDX,1.45,7/17/2015
stp,RPY,5,7/17/2015
ynm,LSY,5,7/17/2015
awg,EGO,0,7/17/2015
sog,SHR,5,7/17/2015
oji,HEL,0,7/17/2015
obq,XDJ,0,7/17/2015
hrz,ZAL,5,7/17/2015
nue,HEL,2.71,7/17/2015
nue,OLV,2.28,7/17/2015
qsc,YAM,4.29,7/17/2015
alv,BIM,2.5,7/17/2015
alv,QWB,2.5,7/17/2015
lyu,HEL,0,7/17/2015
